2017;10;31;3;0;12.63;58.00;1021.10;0.00;0.10;0.00;0.00;100.00;35.00;0.00;100.00;0.00;0.00;7.70;142.59;13.51;138.24;17.61;139.14;12.96;0;0.0;
2017;10;31;4;0;11.45;60.00;1021.20;0.00;0.10;0.00;0.00;100.00;10.00;0.00;100.00;0.00;0.00;5.86;169.38;10.31;167.91;12.29;148.17;11.88;0;0.0;
2017;10;31;5;0;10.91;46.00;1021.80;0.00;0.10;0.00;0.00;100.00;7.00;0.00;100.00;0.00;0.00;3.22;206.57;5.80;209.74;10.95;152.59;9.00;0;0.0;
2017;10;31;6;0;10.22;45.00;1022.20;0.00;0.00;0.00;0.00;100.00;13.00;0.00;100.00;0.00;0.00;5.32;298.30;8.37;295.46;8.83;168.23;5.40;0;0.0;
2017;10;31;7;0;10.07;42.00;1021.70;0.00;0.00;0.00;0.00;100.00;16.00;0.00;100.00;0.00;0.00;8.22;331.19;10.99;328.39;8.29;177.51;6.84;0;0.0;
2017;10;31;8;0;9.66;35.00;1023.20;0.00;0.00;0.00;0.00;100.00;16.00;0.00;100.00;0.00;0.00;10.37;339.68;14.46;341.11;7.20;180.00;18.72;0.121;101.53;
2017;10;31;9;0;10.28;33.00;1023.60;0.00;0.00;0.00;0.00;100.00;15.00;0.00;100.00;0.00;42.72;10.70;340.35;11.09;346.87;6.64;192.53;11.52;10.747;610.97;
2017;10;31;10;0;12.19;31.00;1023.90;0.00;0.00;0.00;0.00;100.00;14.00;0.00;100.00;0.00;224.28;7.93;357.40;7.70;10.78;5.63;206.57;10.44;36.222;790.74;
2017;10;31;11;0;13.09;33.00;1024.20;0.00;0.00;0.00;0.00;100.00;12.00;0.00;100.00;0.00;346.21;4.33;355.24;3.96;360.00;1.14;341.57;15.12;113.868;867.66;
2017;10;31;12;0;13.73;32.00;1024.20;0.00;0.00;0.00;0.00;41.00;9.00;0.00;41.00;33.83;502.85;0.80;296.57;1.14;341.57;1.94;338.20;13.32;128.97;901.48;
2017;10;31;13;0;14.43;31.00;1023.60;0.00;0.00;0.00;0.00;1.50;5.00;0.00;0.00;59.04;574.94;2.16;180.00;1.44;180.00;0.72;270.00;12.24;130.998;909.52;
2017;10;31;14;0;14.97;30.00;1023.00;0.00;0.00;0.00;0.00;0.90;3.00;0.00;0.00;59.43;590.07;4.45;165.96;4.10;164.74;1.80;180.00;11.52;122.594;895.22;
2017;10;31;15;0;16.61;24.00;1021.70;0.00;0.00;0.00;0.00;5.70;19.00;0.00;0.00;56.36;558.03;2.81;129.81;3.83;131.19;1.14;71.57;13.32;119.912;852.28;
2017;10;31;16;0;16.74;25.00;1021.90;0.00;0.00;0.00;0.00;5.70;19.00;0.00;0.00;56.36;472.59;3.60;126.87;4.39;124.99;1.44;90.00;13.68;90.929;756.66;
2017;10;31;17;0;16.35;26.00;1021.90;0.00;0.00;0.00;0.00;5.70;19.00;0.00;0.00;56.36;342.65;4.69;122.47;4.35;114.44;2.88;90.00;14.76;41.396;521.45;
2017;10;31;18;0;15.20;30.00;1022.00;0.00;0.00;0.00;0.00;6.90;23.00;0.00;4.00;55.60;178.00;4.84;138.01;5.09;135.00;3.10;125.54;14.40;1.845;0.0;
2017;10;31;19;0;14.47;30.00;1022.20;0.00;0.00;0.00;0.00;100.00;28.00;0.00;100.00;0.00;21.36;3.88;158.20;5.94;165.96;2.19;170.54;4.68;0;0.0;
2017;10;31;20;0;14.23;31.00;1022.40;0.00;0.00;0.00;0.00;100.00;28.00;0.00;100.00;0.00;0.00;3.08;159.44;10.19;147.99;4.02;190.30;9.00;0;0.0;
2017;10;31;21;0;11.78;39.00;1023.40;0.00;0.00;0.00;0.00;8.10;27.00;0.00;7.00;0.00;0.00;5.35;137.73;13.24;135.00;7.29;200.22;10.44;0;0.0;
2017;10;31;22;0;11.65;46.00;1025.00;0.00;0.00;0.00;0.00;100.00;28.00;0.00;100.00;0.00;0.00;3.26;173.66;11.21;137.60;7.92;180.00;12.24;0;0.0;
2017;10;31;23;0;10.20;51.00;1024.70;0.00;0.00;0.00;0.00;29.00;31.00;0.00;29.00;0.00;0.00;2.90;299.74;5.24;164.05;7.63;160.71;10.08;0;0.0;
2017;11;1;0;0;9.44;48.00;1025.60;0.00;0.00;0.00;0.00;29.70;99.00;0.00;29.00;0.00;0.00;7.49;324.78;5.12;309.29;8.23;156.80;9.72;0;0.0;
2017;11;1;1;0;7.62;41.00;1026.60;0.00;0.00;0.00;0.00;30.00;100.00;0.00;25.00;0.00;0.00;10.30;323.53;12.48;316.17;8.71;150.26;11.52;0;0.0;
2017;11;1;2;0;8.53;42.00;1025.60;0.00;0.00;0.00;0.00;100.00;100.00;0.00;100.00;0.00;0.00;12.72;334.89;18.08;315.81;8.50;143.62;14.40;0;0.0;
2017;11;1;3;0;8.01;39.00;1026.70;0.00;0.00;0.00;0.00;100.00;58.00;0.00;100.00;0.00;0.00;14.20;329.53;17.25;336.64;8.40;149.04;15.48;0;0.0;
2017;11;1;4;0;7.80;38.00;1026.70;0.00;0.00;0.00;0.00;100.00;22.00;0.00;100.00;0.00;0.00;14.34;321.12;19.11;312.71;7.70;142.59;16.56;0;0.0;
2017;11;1;5;0;7.45;35.00;1026.20;0.00;0.00;0.00;0.00;100.00;10.00;0.00;100.00;0.00;0.00;13.76;312.88;24.02;299.64;6.64;139.40;16.56;0;0.0;
2017;11;1;6;0;6.69;38.00;1026.40;0.00;0.00;0.00;0.00;100.00;21.00;0.00;100.00;0.00;0.00;13.83;308.66;23.47;302.47;5.09;135.00;16.92;0;0.0;
2017;11;1;7;0;6.12;39.00;1026.50;0.00;0.00;0.00;0.00;100.00;27.00;0.00;100.00;0.00;0.00;15.79;313.15;24.46;312.61;2.31;128.66;16.92;0;0.0;
2017;11;1;8;0;5.50;40.00;1026.80;0.00;0.00;0.00;0.00;100.00;26.00;1.00;100.00;0.00;0.00;17.43;321.71;24.08;328.45;1.44;360.00;29.16;0.28;89.08;
2017;11;1;9;0;7.10;37.00;1027.20;0.00;0.00;0.00;0.00;100.00;29.00;7.00;100.00;0.00;45.39;17.38;320.04;24.64;334.93;4.80;347.01;25.56;25.771;606.2;
2017;11;1;10;0;9.21;33.00;1027.90;0.00;0.00;0.00;0.00;100.00;26.00;11.00;100.00;0.00;137.95;17.87;325.67;21.79;329.20;5.59;345.07;16.92;82.835;789.1;
2017;11;1;11;0;11.54;29.00;1027.30;0.00;0.00;0.00;0.00;100.00;20.00;22.00;100.00;0.00;204.70;14.20;329.53;14.51;336.61;4.68;360.00;14.76;131.946;867.03;
2017;11;1;12;0;13.74;26.00;1026.90;0.00;0.00;0.00;0.00;100.00;24.00;27.00;100.00;0.00;283.02;5.90;322.43;3.40;327.99;6.12;360.00;10.44;122.331;901.21;
2017;11;1;13;0;15.38;25.00;1026.80;0.00;0.00;0.00;0.00;33.00;22.00;33.00;16.00;38.94;476.15;2.28;161.57;4.35;155.56;1.48;14.04;5.76;120.238;909.32;
2017;11;1;14;0;15.97;25.00;1026.00;0.00;0.00;0.00;0.00;27.00;23.00;27.00;0.00;42.77;586.51;8.21;142.13;9.29;144.46;4.10;127.87;9.72;115.452;894.85;
2017;11;1;15;0;16.14;31.00;1024.00;0.00;0.00;0.00;0.00;33.00;32.00;33.00;0.00;38.94;546.46;10.01;142.31;9.09;146.31;8.91;136.64;8.64;113.43;851.4;
2017;11;1;16;0;16.41;30.00;1023.70;0.00;0.00;0.00;0.00;28.00;28.00;28.00;0.00;42.13;461.91;11.59;143.84;11.59;143.84;11.02;141.63;14.40;69.282;754.37;
2017;11;1;17;0;16.06;31.00;1023.60;0.00;0.00;0.00;0.00;18.00;25.00;18.00;0.00;48.51;334.64;11.72;137.49;12.23;137.39;12.22;135.00;15.48;41.571;514.42;
2017;11;1;18;0;14.89;33.00;1023.80;0.00;0.00;0.00;0.00;6.30;21.00;5.00;0.00;55.98;172.66;10.44;133.60;13.24;135.00;12.48;133.83;14.04;1.417;0.0;
2017;11;1;19;0;12.69;38.00;1023.50;0.00;0.00;0.00;0.00;5.70;19.00;0.00;0.00;31.84;19.58;9.09;123.69;17.43;128.29;10.50;149.04;15.84;0;0.0;
2017;11;1;20;0;10.34;44.00;1024.50;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;9.35;105.64;17.73;102.91;8.71;172.87;12.60;0;0.0;
2017;11;1;21;0;9.08;52.00;1025.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.90;162.90;11.48;138.81;11.37;169.05;5.76;0;0.0;
2017;11;1;22;0;8.76;55.00;1025.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.41;153.43;11.02;128.37;12.52;161.57;14.76;0;0.0;
2017;11;1;23;0;8.10;59.00;1025.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.14;71.57;9.50;114.62;9.69;148.67;2.16;0;0.0;
2017;11;2;0;0;8.17;62.00;1026.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.90;352.87;4.58;135.00;7.20;143.13;9.00;0;0.0;
2017;11;2;1;0;7.83;71.00;1026.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.50;328.39;1.14;251.57;6.64;139.40;7.92;0;0.0;
2017;11;2;2;0;7.42;72.00;1026.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.29;325.62;6.19;324.46;5.62;140.19;8.64;0;0.0;
2017;11;2;3;0;6.33;69.00;1026.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.59;325.71;7.90;329.93;4.90;143.97;8.64;0;0.0;
2017;11;2;4;0;6.11;69.00;1025.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.39;327.53;9.29;324.46;4.10;142.13;7.56;0;0.0;
2017;11;2;5;0;5.28;77.00;1025.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.83;331.56;12.18;325.84;2.90;150.26;8.28;0;0.0;
2017;11;2;6;0;4.58;80.00;1025.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.27;333.43;14.46;341.11;0.36;270.00;12.96;0;0.0;
2017;11;2;7;0;4.39;76.00;1024.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.41;330.46;19.72;338.59;3.56;315.00;14.04;0;0.0;
2017;11;2;8;0;4.14;77.00;1024.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.98;0.00;13.48;325.89;22.87;331.82;6.49;326.31;18.00;0.705;76.96;
2017;11;2;9;0;6.20;68.00;1024.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;58.74;14.57;320.01;24.16;331.53;8.67;318.37;14.04;52.806;601.29;
2017;11;2;10;0;9.67;55.00;1024.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;229.62;12.98;313.88;17.10;310.73;9.79;323.97;14.40;124.486;787.41;
2017;11;2;11;0;12.57;47.00;1024.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;384.48;9.51;299.48;11.59;295.77;10.50;329.04;13.32;133.661;866.36;
2017;11;2;12;0;14.95;40.00;1023.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;500.18;4.68;270.00;6.49;266.82;11.79;328.74;7.56;134.475;900.92;
2017;11;2;13;0;16.59;34.00;1022.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;567.82;3.60;180.00;4.38;189.46;13.90;323.43;6.84;131.357;909.11;
2017;11;2;14;0;17.56;32.00;1021.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;584.73;7.09;156.04;7.24;153.43;12.60;323.13;10.08;128.923;894.48;
2017;11;2;15;0;18.09;31.00;1020.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;545.57;6.12;151.93;4.51;151.39;5.00;300.26;6.84;124.528;850.51;
2017;11;2;16;0;18.50;30.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;455.68;6.29;156.37;4.45;165.96;5.24;254.05;12.24;95.947;752.08;
2017;11;2;17;0;18.25;31.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;322.18;6.83;161.57;5.94;165.96;8.40;223.26;7.56;44.613;507.33;
2017;11;2;18;0;16.81;35.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;156.64;5.96;154.98;6.62;157.62;11.97;195.71;7.20;0.708;0.0;
2017;11;2;19;0;15.64;36.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.73;14.24;4.33;138.37;7.49;144.78;9.53;190.89;7.56;0;0.0;
2017;11;2;20;0;14.38;39.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.97;75.96;9.02;118.61;4.90;287.10;6.48;0;0.0;
2017;11;2;21;0;13.68;44.00;1019.20;0.00;0.00;0.00;0.00;2.10;7.00;0.00;0.00;0.00;0.00;3.71;330.95;3.32;130.60;14.90;307.15;4.68;0;0.0;
2017;11;2;22;0;12.37;59.00;1020.00;0.00;0.00;0.00;0.00;5.40;18.00;0.00;0.00;0.00;0.00;5.50;328.39;2.55;315.00;11.72;280.62;3.96;0;0.0;
2017;11;2;23;0;11.55;63.00;1020.10;0.00;0.00;0.00;0.00;8.10;27.00;0.00;0.00;0.00;0.00;8.40;329.04;11.21;317.60;9.53;280.89;6.84;0;0.0;
2017;11;3;0;0;11.27;59.00;1020.20;0.00;0.00;0.00;0.00;21.00;21.00;21.00;0.00;0.00;0.00;9.51;330.52;15.70;323.39;11.38;288.43;10.80;0;0.0;
2017;11;3;1;0;9.28;71.00;1020.40;0.00;0.00;0.00;0.00;17.00;23.00;17.00;0.00;0.00;0.00;11.44;331.82;16.75;334.54;12.41;299.54;14.40;0;0.0;
2017;11;3;2;0;8.55;63.00;1019.60;0.00;0.00;0.00;0.00;4.80;16.00;0.00;0.00;0.00;0.00;13.55;343.01;22.53;347.07;12.59;300.96;14.40;0;0.0;
2017;11;3;3;0;8.05;62.00;1019.90;0.00;0.00;0.00;0.00;7.80;26.00;0.00;0.00;0.00;0.00;16.06;340.35;28.61;338.60;13.32;308.42;17.64;0;0.0;
2017;11;3;4;0;7.30;67.00;1018.70;0.00;0.00;0.00;0.00;13.50;45.00;9.00;0.00;0.00;0.00;17.45;338.20;30.52;342.85;14.26;315.00;20.88;0;0.0;
2017;11;3;5;0;7.31;65.00;1018.50;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;18.36;334.44;33.09;345.51;15.08;326.69;24.48;0;0.0;
2017;11;3;6;0;7.42;62.00;1017.70;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;18.03;333.95;30.39;346.29;12.89;324.09;21.24;0;0.0;
2017;11;3;7;0;7.22;60.00;1017.00;0.00;0.00;0.00;0.00;45.00;98.00;45.00;0.00;0.00;0.00;17.88;334.98;31.79;346.91;13.76;317.12;24.48;0;0.0;
2017;11;3;8;0;7.07;59.00;1017.70;0.00;0.00;0.00;0.00;84.00;90.00;84.00;0.00;6.16;0.00;17.40;335.56;30.43;349.09;15.41;322.59;21.24;4.19;65.3;
2017;11;3;9;0;10.00;47.00;1017.40;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;54.29;17.23;333.97;24.03;343.47;18.34;316.59;19.44;20.527;596.23;
2017;11;3;10;0;13.83;36.00;1017.00;0.00;0.00;0.00;0.00;100.00;100.00;100.00;0.00;0.00;202.92;14.66;335.32;12.73;331.26;19.86;316.47;15.48;107.082;785.67;
2017;11;3;11;0;17.17;29.00;1016.90;0.00;0.00;0.00;0.00;91.00;14.00;91.00;0.00;1.91;376.47;11.77;336.57;10.16;337.07;19.60;314.26;12.60;93.479;865.66;
2017;11;3;12;0;19.55;24.00;1016.30;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;488.61;6.62;337.62;4.21;340.02;16.68;302.66;7.92;122.259;900.61;
2017;11;3;13;0;20.88;23.00;1014.90;0.00;0.00;0.00;0.00;31.00;0.00;31.00;0.00;40.21;529.55;1.80;270.00;1.48;194.04;13.48;304.11;9.00;113.325;908.88;
2017;11;3;14;0;21.57;25.00;1014.40;0.00;0.00;0.00;0.00;84.00;0.00;84.00;0.00;6.38;569.60;5.40;180.00;6.99;168.11;5.40;323.13;12.60;127.229;894.1;
2017;11;3;15;0;21.92;28.00;1012.80;0.00;0.00;0.00;0.00;7.80;26.00;0.00;0.00;55.02;537.56;5.51;168.69;6.83;161.57;2.19;9.46;11.16;55.185;849.62;
2017;11;3;16;0;22.15;28.00;1012.80;0.00;0.00;0.00;0.00;0.30;1.00;0.00;0.00;59.81;452.12;5.04;180.00;4.74;171.25;0.72;360.00;2.52;74.733;749.78;
2017;11;3;17;0;22.21;26.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;315.95;5.05;265.91;5.04;270.00;2.88;270.00;10.44;18.141;500.21;
2017;11;3;18;0;19.96;30.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;153.08;15.38;302.57;26.28;306.09;13.61;322.52;23.40;0.935;0.0;
2017;11;3;19;0;17.37;35.00;1012.50;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;13.35;17.39;297.10;25.67;284.62;19.44;268.94;17.64;0;0.0;
2017;11;3;20;0;15.66;40.00;1012.90;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;13.28;310.60;18.16;309.37;26.28;318.89;9.72;0;0.0;
2017;11;3;21;0;15.17;45.00;1013.70;0.00;0.00;0.00;0.00;100.00;0.00;100.00;0.00;0.00;0.00;13.10;322.82;22.77;304.70;29.64;335.61;13.68;0;0.0;
2017;11;3;22;0;14.68;49.00;1014.90;0.00;0.00;0.00;0.00;83.00;0.00;83.00;0.00;0.00;0.00;11.18;326.82;22.73;319.50;34.31;331.82;16.20;0;0.0;
2017;11;3;23;0;13.41;56.00;1014.90;0.00;0.00;0.00;0.00;24.00;0.00;24.00;0.00;0.00;0.00;12.40;334.18;23.00;320.08;35.28;331.34;17.64;0;0.0;
2017;11;4;0;0;11.63;60.00;1015.20;0.00;0.00;0.00;0.00;38.00;0.00;38.00;0.00;0.00;0.00;14.37;337.93;27.11;329.69;31.56;327.58;17.64;0;0.0;
2017;11;4;1;0;11.16;59.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.94;334.59;28.86;326.71;30.87;328.35;18.00;0;0.0;
2017;11;4;2;0;10.46;58.00;1015.10;0.00;0.00;0.00;0.00;43.00;0.00;43.00;0.00;0.00;0.00;15.84;338.68;27.53;334.44;26.46;345.02;23.40;0;0.0;
2017;11;4;3;0;10.02;61.00;1016.00;0.00;0.00;0.00;0.00;58.00;0.00;58.00;0.00;0.00;0.00;16.60;335.66;30.66;344.33;24.48;0.84;27.00;0;0.0;
2017;11;4;4;0;9.47;62.00;1015.60;0.00;0.20;0.00;0.00;11.00;0.00;11.00;0.00;0.00;0.00;15.79;335.77;28.99;345.62;15.91;354.81;28.44;0;0.0;
2017;11;4;5;0;9.09;62.00;1016.10;0.00;0.30;0.00;0.00;29.00;0.00;29.00;2.00;0.00;0.00;16.60;335.66;28.70;340.20;10.24;349.88;28.08;0;0.0;
2017;11;4;6;0;9.34;61.00;1015.70;0.00;0.20;0.00;0.00;100.00;0.00;79.00;100.00;0.00;0.00;18.36;334.44;33.36;341.76;10.18;351.87;33.84;0;0.0;
2017;11;4;7;0;10.22;57.00;1015.70;0.00;0.40;0.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;17.24;331.29;30.28;342.00;6.21;10.01;30.60;0;0.0;
2017;11;4;8;0;9.80;58.00;1016.60;0.00;0.60;0.00;0.00;100.00;0.00;100.00;52.00;0.00;0.00;16.26;332.30;30.17;342.65;7.97;108.43;25.92;0.11;54.22;
2017;11;4;9;0;11.86;51.00;1017.10;0.00;0.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;53.40;14.83;330.95;21.75;340.67;11.30;149.35;15.12;12.517;591.02;
2017;11;4;10;0;14.82;44.00;1018.50;0.00;0.50;0.00;0.00;7.00;0.00;0.00;7.00;55.53;219.83;5.86;312.51;5.50;301.61;6.79;147.99;12.96;31.98;783.87;
2017;11;4;11;0;15.60;48.00;1018.60;0.00;0.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;161.98;3.83;228.81;5.40;216.87;9.02;118.61;6.48;90.803;864.94;
2017;11;4;12;0;16.61;52.00;1019.00;0.00;0.20;0.00;0.00;24.00;0.00;0.00;24.00;44.68;478.82;7.28;171.47;7.28;171.47;5.99;147.26;6.84;71.398;900.27;
2017;11;4;13;0;17.50;49.00;1018.80;0.00;0.00;0.00;0.00;33.00;0.00;0.00;33.00;38.94;545.57;8.85;153.43;8.22;151.19;8.59;146.98;8.64;22.947;908.64;
2017;11;4;14;0;17.85;47.00;1018.10;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;481.49;9.16;135.00;8.91;133.36;8.71;128.29;9.72;29.634;893.71;
2017;11;4;15;0;17.61;39.00;1018.40;0.00;0.00;0.00;0.00;89.00;0.00;0.00;89.00;3.19;425.42;10.81;119.98;9.83;113.75;11.77;113.43;10.80;55.605;848.72;
2017;11;4;16;0;18.60;38.00;1018.80;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;393.38;13.22;119.36;13.71;119.93;13.85;117.90;11.88;29.245;747.48;
2017;11;4;17;0;17.62;43.00;1018.90;0.00;0.00;0.00;0.00;82.00;0.00;0.00;82.00;7.66;275.90;17.07;114.94;18.53;114.08;17.45;111.80;15.48;25.028;493.07;
2017;11;4;18;0;16.31;48.00;1019.50;0.00;0.00;0.00;0.00;18.00;0.00;0.00;18.00;48.51;152.19;14.92;109.75;17.87;108.80;19.05;112.20;12.60;0.268;0.0;
2017;11;4;19;0;15.48;52.00;1019.80;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;12.46;10.37;110.32;16.31;112.04;14.78;124.08;16.92;0;0.0;
2017;11;4;20;0;14.89;56.00;1020.20;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;13.05;114.44;19.83;119.36;11.97;136.22;17.28;0;0.0;
2017;11;4;21;0;13.17;67.00;1021.50;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.65;106.93;15.46;117.76;12.39;144.46;16.56;0;0.0;
2017;11;4;22;0;12.73;69.00;1022.80;0.00;0.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.24;105.95;11.49;122.20;11.46;136.27;10.80;0;0.0;
2017;11;4;23;0;11.56;75.00;1022.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.36;360.00;3.10;144.46;9.93;133.53;7.56;0;0.0;
2017;11;5;0;0;11.38;74.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.39;325.01;2.74;336.80;10.23;129.29;1.08;0;0.0;
2017;11;5;1;0;10.95;74.00;1023.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.92;321.34;6.73;344.48;11.30;127.23;2.88;0;0.0;
2017;11;5;2;0;10.43;70.00;1022.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.44;320.19;9.23;339.44;12.98;123.69;3.24;0;0.0;
2017;11;5;3;0;9.06;72.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.96;319.40;12.54;320.83;11.72;132.51;5.76;0;0.0;
2017;11;5;4;0;8.52;76.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.46;319.18;17.88;310.10;10.09;145.18;6.48;0;0.0;
2017;11;5;5;0;7.92;77.00;1022.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.97;318.99;18.79;306.43;10.46;139.18;11.52;0;0.0;
2017;11;5;6;0;7.58;79.00;1022.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.20;317.86;19.17;304.29;10.80;143.13;9.00;0;0.0;
2017;11;5;7;0;7.15;82.00;1022.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.44;313.60;21.98;301.61;11.68;146.31;11.52;0;0.0;
2017;11;5;8;0;6.92;82.00;1022.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.62;0.00;11.20;315.00;24.27;302.28;11.30;142.77;10.80;0.039;43.86;
2017;11;5;9;0;9.22;71.00;1022.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;49.84;12.23;312.61;25.19;300.96;11.18;146.82;14.76;8.331;585.65;
2017;11;5;10;0;12.20;61.00;1023.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;215.38;11.49;302.20;18.04;298.61;10.99;148.39;9.00;33.994;782.01;
2017;11;5;11;0;14.11;55.00;1022.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;367.57;5.51;281.31;8.47;282.26;12.18;145.84;6.84;99.404;864.18;
2017;11;5;12;0;15.47;51.00;1022.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;482.38;4.68;157.38;3.67;168.69;11.81;142.43;6.84;114.207;899.93;
2017;11;5;13;0;16.54;48.00;1021.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;549.13;8.71;141.71;7.93;140.53;11.46;133.73;9.72;116.83;908.39;
2017;11;5;14;0;17.40;45.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;566.04;10.97;138.99;10.46;139.18;10.44;133.60;11.52;119.32;893.31;
2017;11;5;15;0;17.78;44.00;1018.70;0.00;0.00;0.00;0.00;0.60;2.00;0.00;0.00;59.62;527.77;12.26;130.24;11.75;130.03;12.48;136.17;12.96;108.655;847.82;
2017;11;5;16;0;17.88;42.00;1017.90;0.00;0.00;0.00;0.00;5.40;18.00;0.00;0.00;56.55;445.89;11.72;132.51;11.21;132.40;11.99;138.65;12.24;84.775;745.18;
2017;11;5;17;0;17.56;43.00;1017.90;0.00;0.00;0.00;0.00;6.00;16.00;0.00;6.00;56.17;317.73;11.72;137.49;11.72;137.49;12.31;142.13;12.96;29.98;485.91;
2017;11;5;18;0;16.93;45.00;1017.70;0.00;0.00;0.00;0.00;100.00;22.00;0.00;100.00;0.00;140.62;10.97;138.99;11.75;139.97;12.89;144.09;12.96;0.951;0.0;
2017;11;5;19;0;15.99;47.00;1016.70;0.00;0.00;0.00;0.00;100.00;23.00;0.00;100.00;0.00;8.01;8.40;136.74;12.48;136.17;12.73;151.26;10.08;0;0.0;
2017;11;5;20;0;13.93;55.00;1017.90;0.00;0.00;0.00;0.00;15.00;0.00;0.00;15.00;0.00;0.00;11.72;132.51;18.34;133.41;12.18;161.03;17.28;0;0.0;
2017;11;5;21;0;11.32;78.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.20;137.86;17.34;131.63;13.71;156.80;11.52;0;0.0;
2017;11;5;22;0;11.31;80.00;1018.70;0.00;0.00;0.00;0.00;3.00;0.00;0.00;3.00;0.00;0.00;6.92;141.34;12.74;137.29;14.71;158.46;11.52;0;0.0;
